Month,Season,Marketing_Spend,Economic_Index,Competition_Index,Product_Price,Sales_Volume,Returned_Items,Customer_Satisfaction,Region,Revenue,Profit,Is_Profit
7,Spring,56990,0.5581295159193551,0.2552748767923753,114.8416593973867,200,8,10,West,22049.598604298248,-34940.40139570175,0
4,Spring,55998,0.7454927808325666,0.7371431442354803,103.74839761046873,212,13,2,South,20645.931124483275,-35352.06887551672,0
11,Winter,45187,0.6371593830486526,0.28442498588865617,127.25347724734115,187,13,1,West,22142.10504103736,-23044.89495896264,0
8,Summer,29062,0.5881602099453771,0.3166643304386654,83.36996114087806,193,13,2,West,15006.59300535805,-14055.40699464195,0
5,Winter,45799,0.5774994096629624,0.3466346930681351,97.86810478170696,224,7,7,East,21237.37873763041,-24561.62126236959,0
7,Winter,51392,0.7207592170430261,0.8119918885535784,119.10308233801646,196,6,10,North,22629.585644223127,-28762.414355776873,0
10,Autumn,50018,0.6230487214603503,0.5740074950617284,142.2070873564079,206,18,1,South,26734.932423004684,-23283.067576995316,0
3,Autumn,57559,0.643230873119077,0.644811196165307,76.62911370686783,200,12,6,South,14406.273376891151,-43152.72662310885,0
7,Winter,69335,0.6541001872603629,0.5294251318368093,125.61468917120789,183,16,7,South,20977.653091591717,-48357.34690840828,0
11,Summer,54138,0.613293618522269,0.40971691831981494,107.63678121681968,197,9,9,North,20235.7148687621,-33902.2851312379,0
11,Autumn,55677,0.6519872226349983,0.5946936924890251,103.26122134858832,213,14,8,East,20548.983048369075,-35128.016951630925,0
8,Winter,51481,0.5881676577319009,0.2665076043804795,99.84541555490523,186,11,6,South,17472.947722108416,-34008.052277891584,0
5,Winter,61724,0.5950191368173424,0.33570748218552576,72.30706758610793,196,8,3,North,13593.72870618829,-48130.27129381171,0
4,Winter,55314,0.4880885071973291,0.6099462768892222,119.26177996426065,191,11,8,West,21467.12039356692,-33846.87960643308,0
8,Winter,57491,0.6297760250918397,0.296411715375983,84.35461959347344,225,13,7,South,17883.17935381637,-39607.82064618363,0
8,Winter,68089,0.4280458993287779,0.471637779625719,78.40618594995306,201,7,3,South,15210.800074290893,-52878.19992570911,0
3,Winter,52269,0.6283558070610913,0.47847314834668825,117.70917917800676,229,10,9,East,25778.310239983482,-26490.689760016518,0
6,Autumn,47290,0.5719383983835186,0.4207006994994257,115.78268050293357,209,17,2,South,22230.274656563248,-25059.725343436752,0
5,Summer,54462,0.6374585109450978,0.20733222877267143,101.58000167222124,198,18,3,South,18284.400300999823,-36177.59969900017,0
2,Winter,61362,0.49511716659183236,0.4056606663216961,121.59087241623283,198,9,2,West,22980.674886668003,-38381.325113332,0
8,Spring,55014,0.38806426319613574,0.3762547434601272,128.5187316295823,189,8,1,North,23261.890424954396,-31752.109575045604,0
12,Autumn,60606,0.5649134693026461,0.5242159794931548,126.16448155651081,175,6,4,North,21321.797383050325,-39284.202616949675,0
6,Autumn,43310,0.4954087331142901,0.5165735808049203,89.4344205319604,215,15,5,East,17886.88410639208,-25423.11589360792,0
2,Winter,41319,0.42194433167895173,0.5566942189905311,120.28209862559424,214,9,6,West,24657.83021824682,-16661.16978175318,0
12,Autumn,44549,0.676798326969457,0.3986020590538404,104.23281955017298,205,20,5,North,19283.071616782,-25265.928383218,0
5,Winter,37326,0.7601238227142041,0.5784166925698838,134.5181554070475,190,8,1,West,24482.304284082642,-12843.695715917358,0
1,Summer,51102,0.520304856422545,0.26659899008394755,97.52543327465654,192,9,3,North,17847.154289262147,-33254.84571073785,0
12,Summer,45699,0.5924229172778546,0.2267142901021469,92.87056725263339,175,11,1,West,15230.773029431877,-30468.226970568125,0
10,Autumn,62302,0.5692214383320188,0.1496640913750058,87.72406246314247,194,16,5,East,15614.88311843936,-46687.116881560636,0
6,Autumn,37087,0.5341101578023797,0.42510541406420044,103.7857578847111,213,12,5,South,20860.937334826933,-16226.062665173067,0
12,Spring,65549,0.6663737213888021,0.3870052663492164,109.33450935184207,193,10,6,East,20008.215211387098,-45540.7847886129,0
9,Autumn,40187,0.7010141460428618,0.61839734177819,109.71924565854542,196,19,8,North,19420.30648156254,-20766.69351843746,0
1,Spring,37617,0.5131392810734395,0.4027006119426695,106.98345080623713,191,3,10,East,20112.88875157258,-17504.11124842742,0
11,Summer,41753,0.6044766867094903,0.5410064521916401,113.42074025359612,196,17,1,South,20302.312505393707,-21450.687494606293,0
11,Summer,69512,0.7284533033933894,0.6219944864874616,95.54916328171204,195,6,4,East,18058.791860243575,-51453.208139756425,0
10,Winter,49599,0.6689036203214972,0.39705213865263267,82.54969368816256,197,16,10,North,14941.494557557424,-34657.505442442576,0
12,Summer,55294,0.6837697438400488,0.5447078315160764,80.80344006172704,218,15,1,North,16403.09833253059,-38890.901667469414,0
12,Spring,48161,0.7367985307442414,0.6502891323432792,119.50102190606937,213,10,9,East,24258.707446932083,-23902.292553067917,0
3,Autumn,49099,0.735484517237325,0.3142755837791649,109.4064462105658,202,18,7,South,20130.786102744107,-28968.213897255893,0
12,Winter,44941,0.7028642630303066,0.5037278507366967,62.88324458099352,196,4,7,East,12073.582959550757,-32867.41704044925,0
7,Spring,50507,0.6144937414781181,0.39769484252010284,121.93506853599881,219,8,5,South,25728.29946109575,-24778.70053890425,0
4,Autumn,54945,0.5617516982541908,0.3238265176260292,137.6087029280531,206,13,7,West,26558.47966511425,-28386.52033488575,0
9,Winter,66783,0.6103477765313186,0.26953223892646566,85.68166298482934,180,8,2,South,14737.246033390647,-52045.75396660935,0
3,Summer,31255,0.5465593313976631,0.3214027141731949,106.72320092552081,192,13,4,West,19103.452965668224,-12151.547034331776,0
5,Spring,66108,0.4047513126989317,0.5090043508628018,90.53083812735281,189,4,7,East,16748.20505356027,-49359.79494643973,0
3,Autumn,55279,0.5720500934199959,0.258373331665738,112.56613850942334,193,5,3,South,21162.43403977159,-34116.565960228414,0
7,Winter,46322,0.635752624383722,0.41739094638670443,76.6798222184955,196,5,2,West,14645.846043732641,-31676.153956267357,0
5,Winter,44522,0.5412730582233821,0.6219791610279346,98.57108685802439,218,7,10,West,20798.499327043144,-23723.500672956856,0
9,Summer,60436,0.5807220212761391,0.5673516445128404,119.62628255997562,196,11,2,West,22130.86227359549,-38305.137726404515,0
7,Autumn,52289,0.5845963284033268,0.42042385655927644,124.7142347859768,187,14,1,North,21575.562617973985,-30713.437382026015,0
2,Summer,34659,0.7356856774218888,0.7534535620038085,108.52991637839378,202,18,5,East,19969.504613624456,-14689.495386375544,0
4,Summer,53630,0.5640562725975098,0.783955462086749,93.21909393580522,208,18,6,West,17711.627847802993,-35918.37215219701,0
9,Autumn,61443,0.7356633382183454,0.5039183647309589,68.14797831312782,227,8,6,South,14924.407250574994,-46518.592749425006,0
12,Autumn,58578,0.3287509508152026,0.12971856261735376,84.84900577521437,180,9,9,West,14509.179987561656,-44068.820012438344,0
2,Autumn,43731,0.7347855781329036,0.6329672295524389,90.6145319049044,207,7,4,North,18122.90638098088,-25608.09361901912,0
10,Spring,36579,0.7297406114862623,0.15590354899496217,86.04532433396771,232,9,1,East,19188.1073264748,-17390.8926735252,0
9,Autumn,46740,0.6902254673389192,0.7214219166080099,101.19105936627231,205,12,6,North,19529.874457690556,-27210.125542309444,0
10,Winter,82539,0.3988081996796228,0.6625377351113448,93.1622452765743,207,5,5,North,18818.773545868007,-63720.22645413199,0
5,Summer,34550,0.7018886995222481,0.7661318756207032,103.44242744670886,220,8,10,North,21929.79461870228,-12620.205381297721,0
2,Spring,41572,0.5949880824324749,0.539039833755159,124.05254602095327,209,19,6,South,23569.983743981124,-18002.016256018876,0
4,Autumn,53920,0.34706625600753394,0.4457921349227243,91.87075557541277,210,12,3,East,18190.40960393173,-35729.59039606827,0
12,Spring,48754,0.7298177707834697,0.4324848299464664,72.3426604549155,211,11,2,East,14468.5320909831,-34285.4679090169,0
12,Autumn,47997,0.7444173078548968,0.41806097434536543,85.9658480375025,219,4,6,South,18482.657328063036,-29514.342671936964,0
7,Spring,70247,0.40954879281348283,0.6471602980512055,111.67176939946543,181,7,1,East,19430.887875506985,-50816.11212449301,0
12,Summer,41467,0.6175421075300113,0.6068407234258817,113.55887569905346,201,17,7,North,20894.833128625836,-20572.166871374164,0
8,Summer,49857,0.7388591121444182,0.5180338450151319,108.12170394032468,215,7,7,East,22489.314419587532,-27367.685580412468,0
3,Winter,52019,0.7230161313457146,0.39167280381095415,126.01474611776032,199,10,10,South,23816.7870162567,-28202.2129837433,0
1,Winter,41952,0.6836061051159523,0.8943818946950409,96.2727386024603,196,4,7,North,18484.365811672375,-23467.634188327625,0
4,Autumn,35593,0.3352747120102491,0.6368561920944305,141.0433229601865,187,10,10,South,24964.668163953007,-10628.331836046993,0
2,Summer,52693,0.6729542766635814,0.2603432120339887,116.36374272211813,199,4,1,West,22690.929830813035,-30002.070169186965,0
8,Spring,68136,0.5781896101626057,0.42256159760943096,49.53025059584245,210,17,4,North,9559.338364997593,-58576.661635002405,0
4,Spring,54045,0.6995857528718494,0.6397664146113058,136.01317259927134,198,17,7,North,24618.384240468113,-29426.615759531887,0
2,Spring,50900,0.6256161458433824,0.3800691618150974,84.66026779728557,229,19,9,East,17778.65623742997,-33121.34376257003,0
6,Winter,50827,0.5980118389711134,0.5527321938238833,79.31797621086139,198,8,5,North,15070.415480063664,-35756.58451993634,0
6,Spring,47415,0.6640903849409237,0.6426194450504222,110.47542219665787,210,18,2,South,21211.281061758313,-26203.718938241687,0
10,Winter,61834,0.5828086628928242,-0.008264212398458981,65.23639055326913,209,13,7,East,12786.33254844075,-49047.667451559246,0
4,Winter,44945,0.5975722720108058,0.48379434503161245,86.09061537356773,195,9,10,West,16012.854459483598,-28932.1455405164,0
6,Autumn,36432,0.5444776000871238,0.4896813730347683,131.14197081248415,194,13,1,South,23736.69671705963,-12695.303282940371,0
2,Spring,34183,0.4394591008815437,0.43818913164743156,111.12435157995006,195,4,7,West,21224.751151770462,-12958.248848229538,0
10,Spring,50790,0.6567853473771271,0.5452542702419061,116.2447956187844,216,6,6,West,24411.40707994472,-26378.59292005528,0
12,Summer,60606,0.519396968032943,0.5986279411243812,86.86178799005052,205,16,7,West,16416.877930119546,-44189.12206988045,0
2,Autumn,52374,0.5799208133959266,0.5213076416486914,69.23260002063793,179,7,10,North,11908.007203549725,-40465.99279645027,0
10,Summer,46826,0.6286973958453933,0.44392589089258516,114.13634858627468,203,13,3,South,21685.90623139219,-25140.09376860781,0
4,Autumn,54584,0.3914782356434561,0.5948931949676405,118.60512312483901,202,10,3,South,22772.18363996909,-31811.81636003091,0
8,Spring,51862,0.4138651096323176,0.5073580113911536,117.6998677216222,194,17,7,North,20832.87658672713,-31029.12341327287,0
7,Winter,58261,0.5700261423390797,0.4653949380206783,104.18138460235731,211,20,2,East,19898.644459050247,-38362.35554094975,0
12,Winter,63265,0.6454563482299656,0.3031580921991621,80.6586351305586,187,16,1,West,13792.62660732552,-49472.37339267448,0
9,Winter,40456,0.6744038270649161,0.26560178221008823,148.7553917611946,195,8,9,South,27817.25825934339,-12638.74174065661,0
8,Winter,26604,0.44086855041240924,0.30031553109288944,109.59574885968351,194,6,9,North,20604.0007856205,-5999.999214379499,0
5,Winter,46484,0.6636631484412815,0.5417493591830322,96.52226716821664,184,10,7,West,16794.874487269695,-29689.125512730305,0
2,Summer,39806,0.5754930381683664,0.4881381878590472,96.61101525033264,204,4,7,East,19322.203050066528,-20483.796949933472,0
5,Autumn,58319,0.5116842754903522,0.27795738526888053,102.99194956147107,212,4,3,East,21422.325508785983,-36896.67449121401,0
8,Spring,42756,0.5351448143940629,0.5968876738690716,121.39216524315961,202,12,10,West,23064.511396200327,-19691.488603799673,0
10,Summer,31242,0.6801857332040167,0.7061464269768642,103.79256246610905,192,11,2,East,18786.45380636574,-12455.546193634262,0
9,Autumn,44257,0.6274005785085571,0.41022595749254964,117.17026306894994,209,20,7,South,22145.179720031538,-22111.820279968462,0
12,Winter,35080,0.605030652275532,0.2388527213947439,103.02795375786414,204,7,9,South,20296.506890299235,-14783.493109700765,0
12,Autumn,65901,0.6243495738807899,0.3936310422647131,97.75292217059238,204,8,1,South,19159.572745436108,-46741.427254563896,0
12,Autumn,54716,0.6928097776616193,0.6281690940192042,112.82500786656777,218,6,4,East,23918.90166771237,-30797.09833228763,0
9,Winter,56475,0.5902900432596676,0.5822794787802161,112.06572067347592,211,19,6,South,21516.618369307376,-34958.381630692624,0
1,Winter,55360,0.6054318886454236,0.3616350970982782,96.6073176180969,203,16,7,North,18065.56839458412,-37294.431605415884,0
9,Winter,58401,0.7138170740137806,0.7281758206647113,85.01586084571481,198,16,10,South,15472.886673920097,-42928.1133260799,0
7,Spring,61333,0.5668413375736842,0.7022420098889598,106.8345782948087,236,21,7,South,22969.43433338387,-38363.56566661613,0
9,Winter,44602,0.6618140595280682,0.39004909050850384,101.56697337925188,202,12,10,East,19297.724942057856,-25304.275057942144,0
8,Spring,35800,0.5496295519326858,0.388506499555255,88.90256574458485,206,11,2,South,17336.000320194045,-18463.999679805955,0
1,Winter,41530,0.5584132658588215,0.4110758093930766,83.15199034926407,188,8,4,West,14967.358262867532,-26562.641737132468,0
12,Spring,49547,0.5895950243200363,0.4239000836917181,108.20951687788913,215,14,5,North,21750.112892455716,-27796.887107544284,0
8,Autumn,24356,0.6515272852986765,0.6425807011892666,111.00190114055388,190,10,1,East,19980.342205299698,-4375.6577947003025,0
8,Summer,61427,0.7194181962551068,0.5637993590714891,92.79935770690278,215,12,1,North,18838.269614501263,-42588.73038549874,0
11,Autumn,31032,0.6096545263538775,0.6315618154025882,88.40125928174149,212,20,10,West,16973.041782094366,-14058.958217905634,0
3,Autumn,55990,0.45001630886764554,0.601034771478005,83.3948962192562,198,19,3,East,14927.68642324686,-41062.31357675314,0
